"state","county","county_fips","year","lcl","median","ucl"
"IL","Cumberland",17035,1991,11.4502859670204,14.3128574587755,18.6067146964082
"IL","DeKalb",17037,1991,11.969279952345,14.9615999404312,19.4500799225606
"IL","De Witt",17039,1991,14.3449600150311,17.9312000187889,23.3105600244256
"IL","Douglas",17041,1991,12.0515328375461,15.0644160469326,19.5837408610124
"IL","DuPage",17043,1991,8.44315765508728,10.5539470688591,13.7201311895168
"IL","Edgar",17045,1991,10.475647780798,13.0945597259975,17.0229276437967
"IL","Edwards",17047,1991,13.0151511115592,16.268938889449,21.1496205562838
"IL","Effingham",17049,1991,11.4859113171786,14.3573891464733,18.6646058904153
"IL","Fayette",17051,1991,11.6280480233132,14.5350600291415,18.895578037884
"IL","Ford",17053,1991,10.6333022420454,13.2916278025567,17.2791161433238
"IL","Franklin",17055,1991,9.39507991821934,11.7438498977742,15.2670048671064
"IL","Fulton",17057,1991,11.9211030465789,14.9013788082237,19.3717924506907
"IL","Gallatin",17059,1991,11.8131506917319,14.7664383646648,19.1963698740643
"IL","Greene",17061,1991,9.53608471830254,11.9201058978782,15.4961376672416
"IL","Grundy",17063,1991,7.59133982652175,9.48917478315219,12.3359272180978
"IL","Hamilton",17065,1991,11.5186402209348,14.3983002761686,18.7177903590191
"IL","Hancock",17067,1991,13.3076677648857,16.6345847061071,21.6249601179393
"IL","Hardin",17069,1991,10.8604648834447,13.5755811043058,17.6482554355976
"IL","Henderson",17071,1991,11.7599131444197,14.6998914305247,19.1098588596821
"IL","Henry",17073,1991,9.01756856380716,11.271960704759,14.6535489161866
"IL","Iroquois",17075,1991,13.7276519738625,17.1595649673281,22.3074344575266
"IL","Jackson",17077,1991,11.1689809067149,13.9612261333936,18.1495939734117
"IL","Jasper",17079,1991,12.6723181833272,15.840397729159,20.5925170479067
"IL","Jefferson",17081,1991,11.1271576686431,13.9089470858039,18.0816312115451
"IL","Jersey",17083,1991,10.1570336187532,12.6962920234415,16.5051796304739
"IL","Jo Daviess",17085,1991,8.77841084344797,10.97301355431,14.2649176206029
"IL","Johnson",17087,1991,11.4369715362018,14.2962144202523,18.5850787463279
"IL","Kane",17089,1991,11.0797618491515,13.8497023114393,18.0046130048711
"IL","Kankakee",17091,1991,6.64184772907742,8.30230966134677,10.7930025597508
"IL","Kendall",17093,1991,12.6425779450741,15.8032224313426,20.5441891607454
"IL","Knox",17095,1991,9.7245043586077,12.1556304482596,15.8023195827375
"IL","Lake",17097,1991,12.7931448245284,15.9914310306605,20.7888603398586
"IL","LaSalle",17099,1991,12.0665999312678,15.0832499140847,19.6082248883102
"IL","Lawrence",17101,1991,9.64185105203478,12.0523138150435,15.6680079595565
"IL","Lee",17103,1991,5.51492698360265,6.89365872950331,8.9617563483543
"IL","Livingston",17105,1991,11.5102191273868,14.3877739092335,18.7041060820035
"IL","Logan",17107,1991,11.7944148387296,14.743018548412,19.1659241129356
"IL","McDonough",17109,1991,10.1014742932975,12.6268428666218,16.4148957266084
"IL","McHenry",17111,1991,7.33821593893477,9.17276992366846,11.924600900769
"IL","McLean",17113,1991,9.82207822161377,12.2775977770172,15.9608771101224
"IL","Macon",17115,1991,10.899214838486,13.6240185481076,17.7112241125398
"IL","Macoupin",17117,1991,10.3215751990041,12.9019689987551,16.7725596983817
"IL","Madison",17119,1991,10.5953576003744,13.244197000468,17.2174561006085
"IL","Marion",17121,1991,13.3673276201492,16.7091595251865,21.7219073827424
"IL","Marshall",17123,1991,11.0552200236094,13.8190250295117,17.9647325383653
"IL","Mason",17125,1991,12.8137425415125,16.0171781768906,20.8223316299578
"IL","Massac",17127,1991,12.157054850605,15.1963185632563,19.7552141322332
"IL","Menard",17129,1991,11.2365352756076,14.0456690945094,18.2593698228623
"IL","Mercer",17131,1991,9.26016170888675,11.5752021361084,15.047762776941
"IL","Monroe",17133,1991,6.7000338110912,8.375042263864,10.8875549430232
"IL","Montgomery",17135,1991,12.7135059669004,15.8918824586255,20.6594471962131
"IL","Morgan",17137,1991,10.8878252886056,13.609781610757,17.6927160939841
"IL","Moultrie",17139,1991,12.558015782661,15.6975197283263,20.4067756468241
"IL","Ogle",17141,1991,11.3632435891383,14.2040544864229,18.4652708323498
"IL","Peoria",17143,1991,13.1708798039108,16.4635997548885,21.4026796813551
"IL","Perry",17145,1991,10.8739671134925,13.5924588918656,17.6701965594253
"IL","Piatt",17147,1991,11.4844954557665,14.3556193197081,18.6623051156205
"IL","Pike",17149,1991,13.3297477462425,16.6621846828031,21.660840087644
"IL","Pope",17151,1991,11.4070586460369,14.2588233075462,18.53647029981
"IL","Pulaski",17153,1991,11.530243832695,14.4128047908687,18.7366462281293
"IL","Putnam",17155,1991,11.7740932587402,14.7176165734253,19.1329015454529
"IL","Randolph",17157,1991,12.6792172990896,15.849021623862,20.6037281110206
"IL","Richland",17159,1991,10.85980377712,13.5747547214,17.6471811378201
"IL","Rock Island",17161,1991,9.72817007937626,12.1602125992203,15.8082763789864
"IL","St. Clair",17163,1991,11.272016281014,14.0900203512675,18.3170264566478
"IL","Saline",17165,1991,10.5254522830859,13.1568153538574,17.1038599600146
"IL","Sangamon",17167,1991,13.5665949826543,16.9582437283179,22.0457168468133
"IL","Schuyler",17169,1991,10.0667946085857,12.5834932607322,16.3585412389518
"IL","Scott",17171,1991,12.7137694821427,15.8922118526784,20.6598754084819
"IL","Shelby",17173,1991,12.9060720043622,16.1325900054528,20.9723670070887
"IL","Stark",17175,1991,13.6490421670716,17.0613027088395,22.1796935214914
"IL","Stephenson",17177,1991,9.49185901214633,11.8648237651829,15.4242708947378
"IL","Tazewell",17179,1991,12.614648055838,15.7683100697975,20.4988030907367
"IL","Union",17181,1991,10.4100212905397,13.0125266131746,16.9162845971269
"IL","Vermilion",17183,1991,7.95370531646641,9.94213164558301,12.9247711392579
"IL","Wabash",17185,1991,13.8300382491679,17.2875478114599,22.4738121548979
"IL","Warren",17187,1991,10.4853061464038,13.1066326830047,17.0386224879061
"IL","Washington",17189,1991,11.8413262891117,14.8016578613896,19.2421552198064
"IL","Wayne",17191,1991,9.93231021454313,12.4153877681789,16.1400040986326
"IL","White",17193,1991,10.6338534704779,13.2923168380974,17.2800118895266
"IL","Whiteside",17195,1991,6.77514082021156,8.46892602526446,11.0096038328438
"IL","Will",17197,1991,11.2981546905831,14.1226933632288,18.3595013721975
"IL","Williamson",17199,1991,9.58617719682807,11.9827214960351,15.5775379448456
"IL","Winnebago",17201,1991,7.91558325209922,9.89447906512403,12.8628227846612
"IL","Woodford",17203,1991,11.7044643595362,14.6305804494203,19.0197545842463
"IL","Adams",17001,1992,16.9625679800217,21.2032099750271,27.5641729675352
"IL","Alexander",17003,1992,11.8222010713934,14.7777513392417,19.2110767410142
"IL","Bond",17005,1992,18.4502802970649,23.0628503713312,29.9817054827305
"IL","Boone",17007,1992,9.88421589553996,12.3552698694249,16.0618508302524
"IL","Brown",17009,1992,16.9242077524719,21.1552596905899,27.5018375977668
"IL","Bureau",17011,1992,17.2966177499358,21.6207721874198,28.1070038436457
"IL","Calhoun",17013,1992,13.9822860476094,17.4778575595117,22.7212148273652
"IL","Carroll",17015,1992,17.6198145959324,22.0247682449155,28.6321987183901
"IL","Cass",17017,1992,16.707287103104,20.88410887888,27.149341542544
"IL","Champaign",17019,1992,20.6228684185921,25.7785855232401,33.5121611802122
"IL","Christian",17021,1992,20.9866361122815,26.2332951403519,34.1032836824575
"IL","Clark",17023,1992,18.5406995648687,23.1758744560859,30.1286367929116
"IL","Clay",17025,1992,17.8042638567083,22.2553298208853,28.9319287671509
"IL","Clinton",17027,1992,18.9674335917525,23.7092919896906,30.8220795865978
"IL","Coles",17029,1992,21.1604176914567,26.4505221143209,34.3856787486172
"IL","Cook",17031,1992,19.6710696445345,24.5888370556681,31.9654881723686
"IL","Crawford",17033,1992,18.1664808138657,22.7081010173321,29.5205313225317
"IL","Cumberland",17035,1992,17.610955377619,22.0136942220238,28.6178024886309
"IL","DeKalb",17037,1992,16.6178655773256,20.772331971657,27.0040315631541
"IL","De Witt",17039,1992,18.3261381732333,22.9076727165416,29.7799745315041
"IL","Douglas",17041,1992,19.3653950860585,24.2067438575732,31.4687670148451
"IL","DuPage",17043,1992,15.0350274381204,18.7937842976505,24.4319195869456
"IL","Edgar",17045,1992,19.3321904100451,24.1652380125563,31.4148094163232
"IL","Edwards",17047,1992,17.9800638119257,22.4750797649071,29.2176036943792
"IL","Effingham",17049,1992,16.5998655673486,20.7498319591857,26.9747815469414
"IL","Fayette",17051,1992,18.1417525070745,22.6771906338431,29.480347823996
"IL","Ford",17053,1992,20.9723523462308,26.2154404327885,34.080072562625
"IL","Franklin",17055,1992,16.2182970048258,20.2728712560323,26.354732632842
"IL","Fulton",17057,1992,16.6778125509574,20.8472656886968,27.1014453953058
"IL","Gallatin",17059,1992,17.7755995868615,22.2194994835769,28.88534932865
"IL","Greene",17061,1992,18.9679114806966,23.7098893508708,30.822856156132
"IL","Grundy",17063,1992,14.5076504166518,18.1345630208148,23.5749319270592
"IL","Hamilton",17065,1992,18.2605184519252,22.8256480649065,29.6733424843784
"IL","Hancock",17067,1992,19.0367521926109,23.7959402407636,30.9347223129926
"IL","Hardin",17069,1992,16.9501690720318,21.1877113400398,27.5440247420517
"IL","Henderson",17071,1992,18.0452295004694,22.5565368755867,29.3234979382627
"IL","Henry",17073,1992,14.1106623028946,17.6383278786182,22.9298262422037
"IL","Iroquois",17075,1992,17.5048112027668,21.8810140034585,28.4453182044961
"IL","Jackson",17077,1992,18.1648977639919,22.7061222049899,29.5179588664869
"IL","Jasper",17079,1992,20.832661456206,26.0408268202574,33.8530748663347
"IL","Jefferson",17081,1992,15.5799299550838,19.4749124438547,25.3173861770111
"IL","Jersey",17083,1992,17.761323272064,22.2016540900801,28.8621503171041
"IL","Jo Daviess",17085,1992,14.4258800755573,18.0323500944466,23.4420551227806
"IL","Johnson",17087,1992,16.4631399016698,20.5789248770873,26.7526023402135
"IL","Kane",17089,1992,16.4110814993311,20.5138518741638,26.668007436413
"IL","Kankakee",17091,1992,12.0923331770033,15.1154164712541,19.6500414126303
"IL","Kendall",17093,1992,20.4501643116092,25.5627053895115,33.2315170063649
"IL","Knox",17095,1992,19.689228857222,24.6115360715275,31.9949968929858
"IL","Lake",17097,1992,19.7975100560741,24.7468875700926,32.1709538411204
"IL","LaSalle",17099,1992,18.3247015961664,22.905876995208,29.7776400937704
"IL","Lawrence",17101,1992,15.4727088109088,19.3408860136361,25.1431518177269
"IL","Lee",17103,1992,9.4371097395257,11.7963871744071,15.3353033267293
"IL","Livingston",17105,1992,16.9327051627569,21.1658814534461,27.5156458894799
"IL","Logan",17107,1992,17.6777798213877,22.0972247767346,28.726392209755
"IL","McDonough",17109,1992,18.5205716697199,23.1507145871499,30.0959289632949
"IL","McHenry",17111,1992,11.2348151446145,14.0435189307681,18.2565746099986
"IL","McLean",17113,1992,20.9889628485317,26.2362035606646,34.107064628864
"IL","Macon",17115,1992,19.2550431506224,24.068803938278,31.2894451197614
"IL","Macoupin",17117,1992,17.8058274211046,22.2572842763807,28.9344695592949
"IL","Madison",17119,1992,17.5197250766233,21.8996563457791,28.4695532495128
"IL","Marion",17121,1992,19.7965788377042,24.7457235471302,32.1694406112693
"IL","Marshall",17123,1992,18.9921007492811,23.7401259366014,30.8621637175819
"IL","Mason",17125,1992,16.8931567728805,21.1164459661006,27.4513797559307
"IL","Massac",17127,1992,15.0430533461525,18.8038166826906,24.4449616874978
"IL","Menard",17129,1992,19.8117235807775,24.7646544759718,32.1940508187634
"IL","Mercer",17131,1992,18.4879864450383,23.1099830562979,30.0429779731872
"IL","Monroe",17133,1992,10.5272618657192,13.159077332149,17.1068005317937
"IL","Montgomery",17135,1992,16.6273077750534,20.7841347188168,27.0193751344618
"IL","Morgan",17137,1992,16.8096433895868,21.0120542369835,27.3156705080785
"IL","Moultrie",17139,1992,18.5319318323702,23.1649147904628,30.1143892276016
"IL","Ogle",17141,1992,14.6782581494231,18.3478226867789,23.8521694928126
"IL","Peoria",17143,1992,17.5172582785411,21.8965728481764,28.4655447026293
"IL","Perry",17145,1992,16.7891815248082,20.9864769060102,27.2824199778133
"IL","Piatt",17147,1992,18.126155373516,22.657694216895,29.4550024819634
"IL","Pike",17149,1992,16.9472686837998,21.1840858547497,27.5393116111746
"IL","Pope",17151,1992,17.1573498809538,21.4466873511922,27.8806935565499
"IL","Pulaski",17153,1992,17.9646941078583,22.4558676348229,29.1926279252698
"IL","Putnam",17155,1992,15.9430543998885,19.9288179998606,25.9074633998188
"IL","Randolph",17157,1992,17.5892914171585,21.9866142714481,28.5825985528825
"IL","Richland",17159,1992,20.7388848525856,25.923606065732,33.7006878854516
"IL","Rock Island",17161,1992,17.1945900173242,21.4932375216552,27.9412087781518
"IL","St. Clair",17163,1992,13.8553032363679,17.3191290454599,22.5148677590978
"IL","Saline",17165,1992,15.2988470821186,19.1235588526483,24.8606265084428
"IL","Sangamon",17167,1992,18.0200204728078,22.5250255910098,29.2825332683127
"IL","Schuyler",17169,1992,16.8063887921752,21.0079859902189,27.3103817872846
"IL","Scott",17171,1992,16.7431422286093,20.9289277857616,27.2076061214901
"IL","Shelby",17173,1992,17.6279911079233,22.0349888849041,28.6454855503753
"IL","Stark",17175,1992,17.27794945418,21.597436817725,28.0766678630425
"IL","Stephenson",17177,1992,13.5296998921526,16.9121248651908,21.985762324748
"IL","Tazewell",17179,1992,20.8475979109476,26.0594973886845,33.8773466052899
"IL","Union",17181,1992,16.6768007562133,20.8460009452666,27.0998012288466
"IL","Vermilion",17183,1992,15.1698908341863,18.9623635427328,24.6510726055527
"IL","Wabash",17185,1992,19.7552244919548,24.6940306149435,32.1022397994265
"IL","Warren",17187,1992,16.5284919142252,20.6606148927815,26.858799360616
"IL","Washington",17189,1992,16.5417470858469,20.6771838573086,26.8803390145012
"IL","Wayne",17191,1992,16.709972700221,20.8874658752763,27.1537056378592
"IL","White",17193,1992,16.5815597826721,20.7269497283401,26.9450346468421
"IL","Whiteside",17195,1992,12.1992800449673,15.2491000562092,19.8238300730719
"IL","Will",17197,1992,14.5948364549226,18.2435455686533,23.7166092392492
"IL","Williamson",17199,1992,16.8792041260434,21.0990051575542,27.4287067048205
"IL","Winnebago",17201,1992,14.1338471795483,17.6673089744354,22.967501666766
"IL","Woodford",17203,1992,18.0218494854665,22.5273118568331,29.2855054138831
"IL","Adams",17001,1993,24.7132833190876,30.8916041488595,40.1590853935173
"IL","Alexander",17003,1993,15.0182641764007,18.7728302205008,24.4046792866511
"IL","Bond",17005,1993,24.3952996243878,30.4941245304847,39.6423618896301
"IL","Boone",17007,1993,11.1144290950872,13.893036368859,18.0609472795167
"IL","Brown",17009,1993,22.8527542127249,28.5659427659061,37.1357255956779
"IL","Bureau",17011,1993,21.3706718262924,26.7133397828655,34.7273417177252
"IL","Calhoun",17013,1993,15.5581337105302,19.4476671381627,25.2819672796115
"IL","Carroll",17015,1993,21.0950413170737,26.3688016463422,34.2794421402448
"IL","Cass",17017,1993,24.2242193775369,30.2802742219212,39.3643564884975
"IL","Champaign",17019,1993,23.0608613890165,28.8260767362706,37.4738997571518
"IL","Christian",17021,1993,23.567687689514,29.4596096118925,38.2974924954602
"IL","Clark",17023,1993,19.6761578560025,24.5951973200031,31.973756516004
"IL","Clay",17025,1993,22.6925425479894,28.3656781849867,36.8753816404827
"IL","Clinton",17027,1993,24.999365791763,31.2492072397037,40.6239694116148
"IL","Coles",17029,1993,24.3504238530329,30.4380298162911,39.5694387611785
"IL","Cook",17031,1993,22.8108809534426,28.5136011918033,37.0676815493443
"IL","Crawford",17033,1993,22.7673110661364,28.4591388326705,36.9968804824716
"IL","Cumberland",17035,1993,22.9619868038207,28.7024835047759,37.3132285562087
"IL","DeKalb",17037,1993,24.9172617164549,31.1465771455686,40.4905502892392
"IL","De Witt",17039,1993,25.6759979514548,32.0949974393185,41.723496671114
"IL","Douglas",17041,1993,26.3358658071539,32.9198322589424,42.7957819366251
"IL","DuPage",17043,1993,18.054073698822,22.5675921235275,29.3378697605857
"IL","Edgar",17045,1993,25.4592811006468,31.8241013758085,41.371331788551
"IL","Edwards",17047,1993,22.5258394571945,28.1572993214931,36.604489117941
"IL","Effingham",17049,1993,24.6304726796466,30.7880908495582,40.0245181044257
"IL","Fayette",17051,1993,25.4045325973613,31.7556657467016,41.2823654707121
"IL","Ford",17053,1993,23.0898369076281,28.8622961345351,37.5209849748957
"IL","Franklin",17055,1993,20.6535916454367,25.8169895567959,33.5620864238347
"IL","Fulton",17057,1993,24.3965691813189,30.4957114766486,39.6444249196432
"IL","Gallatin",17059,1993,20.9993266629414,26.2491583286767,34.1239058272797
"IL","Greene",17061,1993,22.3298927386331,27.9123659232914,36.2860757002788
"IL","Grundy",17063,1993,18.4328916940695,23.0411146175869,29.953449002863
"IL","Hamilton",17065,1993,20.296316859416,25.37039607427,32.981514896551
"IL","Hancock",17067,1993,23.0936106788615,28.8670133485769,37.52711735315
"IL","Hardin",17069,1993,22.8662012709913,28.5827515887391,37.1575770653609
"IL","Henderson",17071,1993,25.208333941756,31.510417427195,40.9635426553535
"IL","Henry",17073,1993,16.6942850528119,20.8678563160149,27.1282132108194
"IL","Iroquois",17075,1993,23.187404917418,28.9842561467725,37.6795329908043
"IL","Jackson",17077,1993,21.7545809081889,27.1932261352361,35.351193975807
"IL","Jasper",17079,1993,24.4499363712407,30.5624204640509,39.7311466032662
"IL","Jefferson",17081,1993,20.3989402494256,25.498675311782,33.1482779053167
"IL","Jersey",17083,1993,22.5439077257706,28.1798846572132,36.6338500543772
"IL","Jo Daviess",17085,1993,18.1611900244462,22.7014875305578,29.5119337897251
"IL","Johnson",17087,1993,20.4039808488781,25.5049760610977,33.156468879427
"IL","Kane",17089,1993,23.6063502199302,29.5079377749128,38.3603191073867
"IL","Kankakee",17091,1993,15.2254312650645,19.0317890813306,24.7413258057298
"IL","Kendall",17093,1993,21.0063948594902,26.2579935743627,34.1353916466715
"IL","Knox",17095,1993,24.4132515842386,30.5165644802983,39.6715338243878
"IL","Lake",17097,1993,21.9653739424915,27.4567174281144,35.6937326565487
"IL","LaSalle",17099,1993,25.294926524164,31.618658155205,41.1042556017665
"IL","Lawrence",17101,1993,18.0340154773498,22.5425193466873,29.3052751506935
"IL","Lee",17103,1993,12.6646628383691,15.8308285479614,20.5800771123498
"IL","Livingston",17105,1993,21.5001025481692,26.8751281852114,34.9376666407749
"IL","Logan",17107,1993,25.4075699892981,31.7594624866226,41.2873012326094
"IL","McDonough",17109,1993,23.0293021896879,28.7866277371099,37.4226160582428
