Lat,Lon,avgyield,sd,cv
80.94730377,95.625,0.001827986,0.000109562,0.04495181
79.04350281,95.625,0.001830759,0.000109778,0.044972411
82.85079956,97.5,0.001822475,0.000109116,0.044904412
80.94730377,97.5,0.001823164,0.000109157,0.044904306
79.04350281,97.5,0.00182781,0.000109577,0.04496243
80.94730377,99.375,0.001823215,0.00010916,0.044904264
79.04350281,99.375,0.001827511,0.000109629,0.044991066
80.94730377,101.25,0.001823275,0.000109164,0.044904376
79.04350281,101.25,0.001823741,0.000109192,0.044904492
80.94730377,103.125,0.001823338,0.000109168,0.044904499
79.04350281,103.125,0.001823675,0.000109188,0.044904446
80.94730377,105,0.001823362,0.00010917,0.044904545
79.04350281,105,0.001823665,0.000109187,0.044904413
79.04350281,106.875,0.001823722,0.00010919,0.04490421
79.04350281,108.75,0.001823715,0.00010919,0.044904074
79.04350281,-120,0.001823609,0.000109179,0.044902357
79.04350281,-118.125,0.001823784,0.00010919,0.044902535
79.04350281,-116.25,0.001823932,0.000109199,0.044902704
79.04350281,-114.375,0.001823968,0.000109202,0.044903108
79.04350281,-112.5,0.001823876,0.000109199,0.044903904
79.04350281,-110.625,0.001823681,0.000109188,0.044904227
79.04350281,-108.75,0.001823459,0.000109174,0.044903927
80.94730377,-106.875,0.001822638,0.000109124,0.044903652
79.04350281,-106.875,0.001823248,0.000109161,0.0449036
80.94730377,-105,0.001822498,0.000109116,0.044903684
79.04350281,-105,0.0018229,0.00010914,0.044903823
80.94730377,-103.125,0.001822235,0.0001091,0.044903844
79.04350281,-103.125,0.001822642,0.000109126,0.044904114
80.94730377,-101.25,0.001821903,0.000109081,0.044903845
79.04350281,-101.25,0.001822412,0.000109112,0.044904197
80.94730377,-99.375,0.001821738,0.000109072,0.044904293
79.04350281,-99.375,0.001822537,0.00010912,0.044904273
80.94730377,-97.5,0.001821804,0.000109078,0.044905238
79.04350281,-97.5,0.00182261,0.000109126,0.044905235
82.85079956,-95.625,0.001821156,0.000109033,0.04490274
80.94730377,-95.625,0.001821936,0.000109086,0.044905319
79.04350281,-95.625,0.001822712,0.000109133,0.044905548
82.85079956,-93.75,0.001821088,0.000109029,0.044902851
80.94730377,-93.75,0.001823612,0.000109195,0.044908821
79.04350281,-93.75,0.001822728,0.000109133,0.04490523
82.85079956,-91.875,0.001821086,0.00010903,0.044903006
80.94730377,-91.875,0.001823769,0.000109217,0.044914179
79.04350281,-91.875,0.001823626,0.000109188,0.044905654
82.85079956,-90,0.001821109,0.000109031,0.044903128
80.94730377,-90,0.001822724,0.000109169,0.044920005
79.04350281,-90,0.001822673,0.000109136,0.044907529
82.85079956,-88.125,0.001821136,0.000109033,0.044903259
80.94730377,-88.125,0.001822183,0.000109117,0.0449121
79.04350281,-88.125,0.001823404,0.00010921,0.044920027
82.85079956,-86.25,0.001821176,0.000109036,0.044903271
80.94730377,-86.25,0.001821953,0.000109101,0.044910948
79.04350281,-86.25,0.00182304,0.000109176,0.044915201
82.85079956,-84.375,0.001821223,0.000109039,0.044903293
80.94730377,-84.375,0.001821594,0.000109072,0.044908079
79.04350281,-84.375,0.001822778,0.000109154,0.04491246
82.85079956,-82.5,0.001821242,0.00010904,0.044903449
80.94730377,-82.5,0.001821495,0.000109066,0.044908022
79.04350281,-82.5,0.001822744,0.000109152,0.04491256
82.85079956,-80.625,0.00182135,0.000109047,0.044903443
80.94730377,-80.625,0.001821571,0.000109074,0.044909183
79.04350281,-80.625,0.001822096,0.000109094,0.044904501
82.85079956,-78.75,0.001822395,0.000109158,0.04492376
80.94730377,-78.75,0.001821652,0.00010908,0.044909609
79.04350281,-78.75,0.001822157,0.000109096,0.044903929
82.85079956,-76.875,0.001822495,0.000109166,0.044924239
80.94730377,-76.875,0.001821532,0.000109067,0.044907313
79.04350281,-76.875,0.001822506,0.000109119,0.044904979
82.85079956,-75,0.001822593,0.000109177,0.044926392
80.94730377,-75,0.001821261,0.000109044,0.044904731
79.04350281,-75,0.001824083,0.000109287,0.044935081
82.85079956,-73.125,0.001822599,0.000109176,0.044925756
80.94730377,-73.125,0.001821129,0.000109036,0.044904553
79.04350281,-73.125,0.00182216,0.000109094,0.044902872
82.85079956,-71.25,0.00182228,0.000109142,0.044919944
80.94730377,-71.25,0.001821067,0.000109051,0.044912301
79.04350281,-71.25,0.001822306,0.000109104,0.044903501
82.85079956,-69.375,0.001822705,0.000109211,0.044937709
80.94730377,-69.375,0.001822338,0.00010916,0.044925729
79.04350281,-69.375,0.001822265,0.0001091,0.044902771
82.85079956,-67.5,0.001821143,0.000109034,0.044903589
80.94730377,-67.5,0.001824302,0.000109372,0.044964607
79.04350281,-67.5,0.001825512,0.000109335,0.044919686
82.85079956,-65.625,0.001821157,0.000109035,0.04490364
80.94730377,-65.625,0.00182168,0.000109186,0.044952913
79.04350281,-65.625,0.0018228,0.000109131,0.044902547
82.85079956,-63.75,0.001821256,0.000109041,0.044903702
80.94730377,-63.75,0.001819712,0.000108949,0.044903521
79.04350281,-63.75,0.00182255,0.000109115,0.04490222
82.85079956,-61.875,0.00182137,0.000109047,0.044903135
80.94730377,-61.875,0.001819629,0.000108942,0.044902984
79.04350281,-61.875,0.001822482,0.000109111,0.04490219
82.85079956,-60,0.001821357,0.000109046,0.044903105
80.94730377,-60,0.001819662,0.000108944,0.044902816
79.04350281,-60,0.001822264,0.000109098,0.044902051
82.85079956,-58.125,0.00182118,0.000109036,0.044903165
80.94730377,-58.125,0.001819711,0.000108946,0.044902523
79.04350281,-58.125,0.001822001,0.000109082,0.044901944
82.85079956,-56.25,0.00182113,0.000109032,0.044903103
80.94730377,-56.25,0.001819775,0.00010895,0.044902351
82.85079956,-54.375,0.001821087,0.00010903,0.044903081
80.94730377,-54.375,0.001819932,0.000108959,0.044902246
82.85079956,-52.5,0.00182106,0.000109028,0.04490296
80.94730377,-52.5,0.001820177,0.000108973,0.044902206
82.85079956,-50.625,0.001821073,0.000109028,0.044902799
80.94730377,-50.625,0.001820518,0.000108993,0.044902108
82.85079956,-48.75,0.001821095,0.000109029,0.04490264
80.94730377,-48.75,0.001820938,0.000109019,0.044902152
82.85079956,-46.875,0.00182117,0.000109033,0.044902522
80.94730377,-46.875,0.001821434,0.000109049,0.04490228
82.85079956,-45,0.001821294,0.000109041,0.044902599
80.94730377,-45,0.001821756,0.000109068,0.044902128
82.85079956,-43.125,0.001821382,0.000109046,0.044902523
80.94730377,-43.125,0.001821973,0.00010908,0.044901932
82.85079956,-41.25,0.001821493,0.000109053,0.044902466
80.94730377,-41.25,0.001822131,0.000109089,0.044901837
82.85079956,-39.375,0.001821602,0.000109059,0.044902409
80.94730377,-39.375,0.001822254,0.000109097,0.044901768
82.85079956,-37.5,0.001821722,0.000109066,0.044902347
80.94730377,-37.5,0.00182235,0.000109102,0.044901741
82.85079956,-35.625,0.00182183,0.000109073,0.044902385
80.94730377,-35.625,0.001822431,0.000109107,0.044901736
82.85079956,-33.75,0.001821911,0.000109078,0.044902402
80.94730377,-33.75,0.001822518,0.000109112,0.044901756
82.85079956,-31.875,0.001821955,0.00010908,0.044902385
80.94730377,-31.875,0.001822672,0.000109122,0.044901825
82.85079956,-30,0.001821977,0.000109082,0.044902444
80.94730377,-30,0.001822776,0.000109128,0.044901913
79.04350281,-30,0.001823154,0.000109151,0.044902027
82.85079956,-28.125,0.001821982,0.000109082,0.044902522
80.94730377,-28.125,0.001822866,0.000109134,0.044902086
79.04350281,-28.125,0.001823312,0.000109162,0.044902428
82.85079956,-26.25,0.001822004,0.000109083,0.044902351
80.94730377,-26.25,0.001822901,0.000109137,0.044902366
79.04350281,-26.25,0.001823459,0.000109172,0.044903109
82.85079956,-24.375,0.001821983,0.000109082,0.044902404
80.94730377,-24.375,0.00182294,0.00010914,0.044902711
79.04350281,-24.375,0.001823575,0.000109181,0.044903939
82.85079956,-22.5,0.00182202,0.000109084,0.044902494
80.94730377,-22.5,0.001822795,0.000109132,0.044902974
79.04350281,-22.5,0.001823578,0.000109183,0.044904593
82.85079956,-20.625,0.001821996,0.000109083,0.044902504
80.94730377,-20.625,0.001822769,0.000109131,0.04490323
79.04350281,-20.625,0.001823302,0.000109165,0.044904075
82.85079956,-18.75,0.00182198,0.000109082,0.044902403
80.94730377,-18.75,0.00182579,0.000109373,0.044928309
79.04350281,-18.75,0.001823229,0.000109158,0.044903147
82.85079956,-16.875,0.001821985,0.000109082,0.04490241
80.94730377,-16.875,0.001825408,0.000109369,0.044936192
79.04350281,-16.875,0.001823476,0.000109173,0.044903004
82.85079956,-15,0.001822018,0.000109084,0.044902394
80.94730377,-15,0.001822235,0.000109098,0.044902721
79.04350281,-15,0.00182351,0.000109175,0.044903236
82.85079956,-13.125,0.001822017,0.000109084,0.044902464
80.94730377,-13.125,0.001822104,0.00010909,0.044902639
79.04350281,-13.125,0.001823369,0.000109168,0.044903522
73.33070374,50.625,0.001831064,0.000109707,0.044935693
75.23509979,52.5,0.001826725,0.000109414,0.044922146
73.33070374,52.5,0.001829943,0.000109623,0.044928732
75.23509979,54.375,0.001825984,0.000109351,0.04491449
73.33070374,54.375,0.001835494,0.000110373,0.045099596
77.13939667,56.25,0.001823385,0.000109168,0.044903428
75.23509979,56.25,0.001825386,0.000109304,0.044910088
73.33070374,56.25,0.001828251,0.000109491,0.044916384
77.13939667,58.125,0.001823286,0.000109162,0.044903089
75.23509979,58.125,0.001827928,0.000109525,0.044938366
73.33070374,58.125,0.001828627,0.000109506,0.044913331
77.13939667,60,0.001823245,0.000109159,0.044903168
75.23509979,60,0.001827881,0.000109518,0.044936261
73.33070374,60,0.001828611,0.00010954,0.044927434
77.13939667,61.875,0.001823212,0.000109158,0.044903406
75.23509979,61.875,0.001825516,0.000109301,0.044905628
73.33070374,61.875,0.00182832,0.000109515,0.044924247
77.13939667,63.75,0.001823216,0.000109158,0.044903515
75.23509979,63.75,0.001825252,0.000109283,0.04490457
77.13939667,65.625,0.001823258,0.000109161,0.044903571
75.23509979,65.625,0.0018251,0.000109273,0.044904393
77.13939667,67.5,0.001823397,0.00010917,0.044903709
75.23509979,67.5,0.001825,0.000109268,0.044904528
73.33070374,67.5,0.001827086,0.000109409,0.0449114
77.13939667,69.375,0.001823598,0.000109182,0.044903727
75.23509979,69.375,0.001824753,0.000109255,0.044905586
73.33070374,69.375,0.00182717,0.000109415,0.044911678
75.23509979,71.25,0.001824902,0.000109268,0.044906864
73.33070374,71.25,0.00182752,0.000109436,0.044911665
75.23509979,73.125,0.001825183,0.000109289,0.044908698
73.33070374,73.125,0.001827989,0.000109468,0.044913307
75.23509979,75,0.001825398,0.000109306,0.044910336
73.33070374,75,0.001828651,0.000109513,0.044915417
75.23509979,76.875,0.001825562,0.000109317,0.04491104
73.33070374,76.875,0.001828898,0.00010953,0.044916242
75.23509979,78.75,0.001826001,0.00010934,0.044909625
73.33070374,78.75,0.001829049,0.000109538,0.04491607
77.13939667,80.625,0.001824366,0.000109232,0.044905419
75.23509979,80.625,0.001826143,0.000109344,0.044907785
73.33070374,80.625,0.001829329,0.000109547,0.044912647
77.13939667,82.5,0.00182439,0.000109232,0.044905025
75.23509979,82.5,0.001826446,0.000109363,0.044908096
73.33070374,82.5,0.001841931,0.00011444,0.046598021
77.13939667,84.375,0.001824346,0.000109228,0.044904139
75.23509979,84.375,0.001826587,0.000109371,0.044907812
73.33070374,84.375,0.0018399,0.000114975,0.046867227
75.23509979,86.25,0.001826869,0.000109388,0.044908049
73.33070374,86.25,0.001840144,0.00011425,0.046565788
77.13939667,88.125,0.001824611,0.000109243,0.044903969
75.23509979,88.125,0.00182729,0.000109419,0.044910561
73.33070374,88.125,0.001849174,0.000117713,0.047742797
77.13939667,90,0.001824915,0.000109261,0.04490384
75.23509979,90,0.001833201,0.00011136,0.045559752
73.33070374,90,0.001839391,0.000116442,0.047478508
77.13939667,91.875,0.001825128,0.000109274,0.044903847
75.23509979,91.875,0.001838264,0.000113717,0.046395774
73.33070374,91.875,0.001849508,0.000120845,0.049004442
77.13939667,93.75,0.001825284,0.000109284,0.044904189
75.23509979,93.75,0.001841241,0.000114227,0.046528687
73.33070374,93.75,0.001861077,0.000126298,0.050897042
77.13939667,95.625,0.001825449,0.000109295,0.044904682
75.23509979,95.625,0.001845454,0.000116292,0.047261737
73.33070374,95.625,0.001876562,0.000130225,0.052046467
77.13939667,97.5,0.001825503,0.000109298,0.044904731
75.23509979,97.5,0.001845136,0.000116772,0.047464897
73.33070374,97.5,0.00189261,0.000131757,0.052212434
77.13939667,99.375,0.001825572,0.000109302,0.044904591
75.23509979,99.375,0.001842447,0.000116117,0.0472675
73.33070374,99.375,0.001904268,0.000131705,0.051872208
77.13939667,101.25,0.001825662,0.000109306,0.044903802
75.23509979,101.25,0.001835257,0.000113973,0.046576418
73.33070374,101.25,0.00190635,0.000132971,0.052313591
77.13939667,103.125,0.001829696,0.000109895,0.045046571
75.23509979,103.125,0.001829324,0.000111532,0.045726892
73.33070374,103.125,0.001895753,0.000133551,0.05283568
77.13939667,105,0.001828559,0.000109683,0.044987536
75.23509979,105,0.001826652,0.000110563,0.045395719
73.33070374,105,0.001881764,0.000134452,0.053587413
77.13939667,106.875,0.001825166,0.000109274,0.044902836
75.23509979,106.875,0.001824658,0.000109249,0.044905145
73.33070374,106.875,0.001856659,0.000129053,0.052131156
77.13939667,108.75,0.001824698,0.000109246,0.044903121
75.23509979,108.75,0.001825197,0.000109367,0.044940357
73.33070374,108.75,0.001837212,0.000119301,0.048701788
77.13939667,110.625,0.001824522,0.000109236,0.044903337
75.23509979,110.625,0.001824914,0.000109263,0.044904779
73.33070374,110.625,0.001832227,0.00011615,0.047544427
77.13939667,112.5,0.001824529,0.000109236,0.044903224
75.23509979,112.5,0.001825204,0.000109282,0.044905261
73.33070374,112.5,0.001830974,0.00011467,0.046971014
77.13939667,114.375,0.001824498,0.000109234,0.044902956
75.23509979,114.375,0.001826713,0.000109372,0.044905389
73.33070374,114.375,0.001829969,0.000113029,0.046324036
75.23509979,116.25,0.001826758,0.000109378,0.044906608
73.33070374,116.25,0.001829231,0.000110917,0.045476777
75.23509979,118.125,0.001826808,0.000109385,0.044908291
73.33070374,118.125,0.001831121,0.000111835,0.045805808
75.23509979,120,0.001826819,0.000109392,0.044911012
73.33070374,120,0.001830169,0.000109643,0.04493157
75.23509979,121.875,0.001826785,0.000109403,0.044916294
73.33070374,121.875,0.001830131,0.00010963,0.044927118
75.23509979,123.75,0.001826645,0.000109395,0.044916531
73.33070374,123.75,0.001831192,0.000111056,0.045484949
75.23509979,125.625,0.001826457,0.000109381,0.044915438
73.33070374,125.625,0.001830052,0.000110258,0.045186212
75.23509979,127.5,0.001826252,0.000109364,0.044913456
73.33070374,127.5,0.001828822,0.00010952,0.044914065
75.23509979,129.375,0.001826095,0.000109351,0.044911721
73.33070374,129.375,0.001828961,0.000109524,0.044912412
73.33070374,131.25,0.001829196,0.000109538,0.044912544
73.33070374,133.125,0.001829355,0.000109546,0.044911914
77.13939667,135,0.001824209,0.000109217,0.04490307
75.23509979,135,0.001825933,0.000109334,0.044908692
73.33070374,135,0.001829497,0.000109556,0.044912533
77.13939667,136.875,0.001824124,0.000109211,0.044902915
75.23509979,136.875,0.00182591,0.000109332,0.044908534
73.33070374,136.875,0.001829588,0.000109566,0.044914229
77.13939667,138.75,0.001824047,0.000109207,0.044903123
75.23509979,138.75,0.001827904,0.00010948,0.044920141
73.33070374,138.75,0.001829733,0.000109577,0.044915013
77.13939667,140.625,0.001824019,0.000109206,0.044903446
75.23509979,140.625,0.001827837,0.000109459,0.044913233
73.33070374,140.625,0.00182978,0.000109582,0.04491587
77.13939667,142.5,0.001824056,0.00010921,0.044903975
75.23509979,142.5,0.00182537,0.000109298,0.044908084
73.33070374,142.5,0.001829684,0.000109583,0.044918807
77.13939667,144.375,0.001824087,0.000109213,0.044904569
75.23509979,144.375,0.00182533,0.000109298,0.044908913
73.33070374,144.375,0.00182933,0.000109574,0.044923908
77.13939667,146.25,0.001824106,0.000109215,0.044905041
75.23509979,146.25,0.001825328,0.000109298,0.044909
73.33070374,146.25,0.001828565,0.000109516,0.044918737
77.13939667,148.125,0.001824058,0.000109212,0.044904959
75.23509979,148.125,0.001825053,0.000109282,0.044908977
73.33070374,148.125,0.001827881,0.000109457,0.044911496
77.13939667,150,0.001824063,0.000109213,0.044905039
75.23509979,150,0.001824961,0.000109274,0.044907944
73.33070374,150,0.001827315,0.000109421,0.044910363
77.13939667,151.875,0.001824121,0.000109217,0.044905491
75.23509979,151.875,0.001824856,0.000109267,0.04490767
73.33070374,151.875,0.001826562,0.000109373,0.044909214
77.13939667,153.75,0.001824213,0.000109223,0.044905604
75.23509979,153.75,0.001824885,0.000109269,0.044907793
73.33070374,178.125,0.001826144,0.000109343,0.04490738
73.33070374,180,0.001826007,0.000109337,0.044908063
73.33070374,-178.125,0.001825901,0.000109332,0.044908959
73.33070374,-176.25,0.001825761,0.000109324,0.044908963
73.33070374,-127.5,0.001826728,0.000109402,0.04491737
75.23509979,-125.625,0.001824969,0.000109274,0.044907782
73.33070374,-125.625,0.001826921,0.000109392,0.0449085
77.13939667,-123.75,0.001824321,0.000109223,0.044902989
75.23509979,-123.75,0.001825353,0.000109295,0.044907207
73.33070374,-123.75,0.001827273,0.000109418,0.044910336
77.13939667,-121.875,0.001824262,0.00010922,0.044902947
75.23509979,-121.875,0.0018255,0.000109299,0.044905019
73.33070374,-121.875,0.001825976,0.000109326,0.04490445
77.13939667,-120,0.001824228,0.000109217,0.044902777
75.23509979,-120,0.001825564,0.000109301,0.044904429
73.33070374,-120,0.00182569,0.000109309,0.044904541
77.13939667,-118.125,0.001824136,0.000109214,0.044903811
75.23509979,-118.125,0.001825663,0.000109307,0.044904317
73.33070374,-118.125,0.001825642,0.000109306,0.044904536
77.13939667,-116.25,0.001824207,0.000109221,0.04490472
75.23509979,-116.25,0.001825537,0.000109307,0.044907628
73.33070374,-116.25,0.001827118,0.0001094,0.044906976
77.13939667,-114.375,0.001824708,0.000109246,0.044902909
75.23509979,-114.375,0.001825593,0.0001093,0.044903403
73.33070374,-114.375,0.001827612,0.00010943,0.044906914
77.13939667,-112.5,0.001824971,0.000109263,0.044903143
75.23509979,-112.5,0.001826948,0.000109403,0.044912294
73.33070374,-112.5,0.00182779,0.00010944,0.044906662
77.13939667,-110.625,0.00182515,0.000109274,0.044903554
75.23509979,-110.625,0.00182638,0.000109353,0.044905539
73.33070374,-110.625,0.001827821,0.000109441,0.044906423
77.13939667,-108.75,0.001825176,0.000109278,0.044904545
75.23509979,-108.75,0.001827444,0.000109432,0.044911721
73.33070374,-108.75,0.001827818,0.00010944,0.044906117
77.13939667,-106.875,0.00182502,0.000109269,0.044904688
75.23509979,-106.875,0.001828537,0.000109484,0.04490639
73.33070374,-106.875,0.001826688,0.00010939,0.044913284
77.13939667,-105,0.001824656,0.000109247,0.04490441
75.23509979,-105,0.001826769,0.000109377,0.04490597
73.33070374,-105,0.00182735,0.00010941,0.044905221
77.13939667,-103.125,0.001824687,0.000109245,0.044902912
75.23509979,-103.125,0.001827021,0.000109388,0.044904369
73.33070374,-103.125,0.001827438,0.000109413,0.04490428
77.13939667,-101.25,0.001824521,0.000109236,0.044903195
75.23509979,-101.25,0.001826979,0.000109386,0.044904376
73.33070374,-101.25,0.001827277,0.000109403,0.044904055
77.13939667,-99.375,0.001824308,0.000109225,0.044904108
75.23509979,-99.375,0.001826917,0.000109405,0.044913913
73.33070374,-99.375,0.00182675,0.00010939,0.044911735
77.13939667,-97.5,0.001823876,0.000109202,0.044905331
75.23509979,-97.5,0.001825587,0.000109308,0.044906788
73.33070374,-97.5,0.001827294,0.000109411,0.044906934
77.13939667,-95.625,0.001823377,0.000109173,0.044905638
75.23509979,-95.625,0.001825662,0.000109316,0.044908086
73.33070374,-95.625,0.001826724,0.000109378,0.044907378
77.13939667,-93.75,0.001823058,0.000109156,0.044906285
75.23509979,-93.75,0.001825356,0.000109302,0.04491002
73.33070374,-93.75,0.001826164,0.000109364,0.044915299
77.13939667,-91.875,0.00182308,0.00010916,0.044907409
75.23509979,-91.875,0.001824357,0.000109228,0.044904171
73.33070374,-91.875,0.001824557,0.00010924,0.044903937
77.13939667,-90,0.001822987,0.000109152,0.044906585
75.23509979,-90,0.001824107,0.000109213,0.044904064
73.33070374,-90,0.001826014,0.000109343,0.044910713
77.13939667,-88.125,0.001822967,0.000109149,0.044905793
75.23509979,-88.125,0.00182385,0.000109199,0.044904489
73.33070374,-88.125,0.001824425,0.000109233,0.044904482
77.13939667,-86.25,0.001823074,0.000109167,0.044910386
75.23509979,-86.25,0.001823745,0.000109192,0.044904424
73.33070374,-86.25,0.001824465,0.000109235,0.04490407
77.13939667,-84.375,0.001823102,0.000109167,0.044909665
75.23509979,-84.375,0.001823895,0.0001092,0.044903969
73.33070374,-84.375,0.001825518,0.000109309,0.044908736
77.13939667,-82.5,0.00182332,0.000109202,0.044918942
75.23509979,-82.5,0.001824277,0.000109226,0.044905179
73.33070374,-82.5,0.001824686,0.000109247,0.04490379
77.13939667,-80.625,0.001824386,0.000109244,0.044910087
75.23509979,-80.625,0.001825251,0.00010929,0.044907696
73.33070374,-80.625,0.001824125,0.000109216,0.044904766
77.13939667,-78.75,0.001827816,0.000109566,0.044957946
75.23509979,-78.75,0.001822777,0.00010913,0.044902756
73.33070374,-78.75,0.001824182,0.000109218,0.044904208
77.13939667,-76.875,0.001821481,0.000109056,0.044903913
75.23509979,-76.875,0.001822993,0.000109144,0.04490312
73.33070374,-76.875,0.001824324,0.000109229,0.044905198
77.13939667,-75,0.001821121,0.000109032,0.044903032
73.33070374,-75,0.001824522,0.000109239,0.0449045
77.13939667,-73.125,0.001821283,0.000109042,0.044903057
73.33070374,-73.125,0.001825339,0.00010929,0.044905385
77.13939667,-71.25,0.001822105,0.00010909,0.04490291
75.23509979,-71.25,0.00182535,0.000109307,0.04491196
73.33070374,-71.25,0.001826843,0.000109389,0.044909105
77.13939667,-69.375,0.001823708,0.000109188,0.044903546
75.23509979,-69.375,0.001825697,0.000109347,0.044919809
77.13939667,-67.5,0.001823884,0.000109198,0.044903184
75.23509979,-67.5,0.001825979,0.000109377,0.044925444
77.13939667,-65.625,0.001824497,0.000109236,0.044903959
75.23509979,-65.625,0.001826021,0.000109369,0.044920865
77.13939667,-63.75,0.001824161,0.000109213,0.044902554
75.23509979,-63.75,0.001825521,0.000109318,0.044912336
73.33070374,-56.25,0.001826199,0.000109341,0.044905157
73.33070374,-54.375,0.001825337,0.000109287,0.044904116
73.33070374,-52.5,0.001824877,0.000109258,0.044903458
75.23509979,-30,0.001823613,0.000109178,0.044901744
73.33070374,-30,0.001824345,0.000109222,0.044901831
75.23509979,-28.125,0.001823898,0.000109196,0.044902074
73.33070374,-28.125,0.001824709,0.000109245,0.044902338
77.13939667,-26.25,0.00182396,0.000109202,0.044902993
75.23509979,-26.25,0.00182421,0.000109216,0.044902781
73.33070374,-26.25,0.001825096,0.000109271,0.044903477
77.13939667,-24.375,0.001824314,0.000109225,0.044903917
75.23509979,-24.375,0.001824545,0.000109238,0.044903694
73.33070374,-24.375,0.001825434,0.000109296,0.044905454
77.13939667,-22.5,0.001824469,0.000109236,0.04490454
75.23509979,-22.5,0.001824827,0.000109257,0.044904487
73.33070374,-22.5,0.001825679,0.000109313,0.04490664
77.13939667,-20.625,0.00182808,0.000109469,0.044911593
